id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
japan-u-s-cable-network-jus,1010,"[{""latlon"":""36.801787,140.750940"",""name"":""Kitaibaraki, Japan"",""landing_point_id"":5703},{""latlon"":""21.460265,-158.206064"",""name"":""Makaha, Hawaii, United States"",""landing_point_id"":5760},{""latlon"":""38.969205,-123.686946"",""name"":""Manchester, California, United States"",""landing_point_id"":3687},{""latlon"":""35.037517,139.816956"",""name"":""Maruyama, Japan"",""landing_point_id"":5887},{""latlon"":""35.366680,-120.847202"",""name"":""Morro Bay, California, United States"",""landing_point_id"":5751},{""latlon"":""34.336834,136.874380"",""name"":""Shima, Japan"",""landing_point_id"":5883}]",Japan-U.S. Cable Network (JUS),#b2703f,"<MultiGeometry><LineString><coordinates>140.75095108855,36.8018612473757,0 141.161302360353,35.4879540422122,0 140.384349785753,34.7518897477727,0 139.736108057474,34.7518897477727,0 139.736108057474,34.9899296671644,0 139.816967375192,35.0375188597286,0 139.671850290495,35.0012896035133,0 139.218920923854,33.3932989408438,0 138.7095462847,33.2088361811336,0 136.874000710018,34.3368305744122,0</coordinates></LineString><LineString><coordinates>-179.999944751004,39.9091392846075,0 -139.250217743495,39.9091392846075,0 -123.687051278354,38.9694347422081,0 -123.873080199304,38.4660183517112,0 -121.905802540207,35.4854095112685,0 -120.847203436613,35.3670795258733,0 -139.250217743495,25.1602375869118,0 -147.027803176164,25.1602375869118,0 -158.206013336028,21.4605385114996,0 -179.999944751004,24.9761579132285,0</coordinates></LineString><LineString><coordinates>179.999946721693,24.9801414162739,0 138.963842979554,31.3854142716572,0 136.874000710018,34.3368305744122,0</coordinates></LineString><LineString><coordinates>140.75095108855,36.8018612473757,0 157.21129099039,39.9091392846075,0 179.999946721693,39.912510080833,0</coordinates></LineString></MultiGeometry>","22,682 km",September 2001,"Verizon,  AT&T,  BT,  Sprint,  CenturyLink,  KDDI,  NTT,  Chunghwa Telecom,  Tata Communications,  SingTel,  Telekom Malaysia,  Softbank Telecom,  Orange,  Level 3,  SK Broadband,  KT,  China Telecom,  China Unicom,  LG Uplus,  New World Telecom,  Starhub,  PCCW,  Telstra,  Vodafone,  PLDT",,
jerry-newton,1774,"[{""latlon"":""12.163773,-68.284104"",""name"":""North Salina, Bonaire, Netherlands"",""landing_point_id"":10730},{""latlon"":""12.095316,-68.896604"",""name"":""Willemstad, Curaçao"",""landing_point_id"":10729}]",Jerry Newton,#0982c5,"<MultiGeometry><LineString><coordinates>-68.2840570790894,12.1641454222649,0 -68.7890371901068,11.9995154428465,0 -68.8741933797813,12.0047691198301,0 -68.8926503979562,12.0904373265452,0</coordinates></LineString></MultiGeometry>",n.a.,October 2007,C&W Networks,,
jonah,1677,"[{""latlon"":""41.125490,16.866661"",""name"":""Bari, Italy"",""landing_point_id"":3160},{""latlon"":""32.044599,34.769668"",""name"":""Tel Aviv, Israel"",""landing_point_id"":3213}]",Jonah,#ffd633,"<MultiGeometry><LineString><coordinates>34.7696785104275,32.0450101365145,0 32.0372585710994,33.5273193753964,0 22.8884369272105,34.8682316255862,0 18.7837523350075,39.6195333476856,0 18.7837523350075,40.6435263785891,0 16.868812285319,41.1257125894655,0</coordinates></LineString></MultiGeometry>","2,297 km",January 2012,Bezeq International Ltd.,http://www.bezeqint.net/english,
kattegat-1,1218,"[{""latlon"":""57.487482,12.076234"",""name"":""Kungsbacka, Sweden"",""landing_point_id"":10605},{""latlon"":""57.330829,10.516566"",""name"":""Saeby, Denmark"",""landing_point_id"":10606}]",Kattegat 1,#38bced,"<MultiGeometry><LineString><coordinates>10.5166683477374,57.3310462570752,0 10.8878594910321,57.4876912827877,0 12.0762375554239,57.4876912827877,0</coordinates></LineString></MultiGeometry>",180 km,August 1995,"TDC,  TeliaSonera,  Tata Communications,  BT",,
kattegat-2,1688,"[{""latlon"":""57.244807,10.514613"",""name"":""Lyngsa, Denmark"",""landing_point_id"":10320},{""latlon"":""57.313459,11.199281"",""name"":""Osterby, Denmark"",""landing_point_id"":10322},{""latlon"":""56.683186,12.683265"",""name"":""Skalvik, Sweden"",""landing_point_id"":10323},{""latlon"":""57.272248,10.966957"",""name"":""Vestero, Denmark"",""landing_point_id"":10321}]",Kattegat 2,#ffd633,"<MultiGeometry><LineString><coordinates>10.5146175679402,57.2449174346949,0 10.9669609974959,57.2726463116465,0</coordinates></LineString><LineString><coordinates>11.1992850516653,57.3137522359321,0 12.2902999037802,56.68336942453,0 12.6833660315784,56.68336942453,0</coordinates></LineString></MultiGeometry>",75 km,2001,TDC,,
kodiak-kenai-fiber-link-kkfl,1530,"[{""latlon"":""61.217461,-149.858360"",""name"":""Anchorage, Alaska, United States"",""landing_point_id"":4067},{""latlon"":""59.646368,-151.544297"",""name"":""Homer, Alaska, United States"",""landing_point_id"":8392},{""latlon"":""60.552910,-151.259779"",""name"":""Kenai, Alaska, United States"",""landing_point_id"":8393},{""latlon"":""57.794135,-152.395279"",""name"":""Kodiak, Alaska, United States"",""landing_point_id"":8394},{""latlon"":""57.426838,-152.329169"",""name"":""Narrow Cape, Alaska, United States"",""landing_point_id"":8395},{""latlon"":""60.112188,-149.443129"",""name"":""Seward, Alaska, United States"",""landing_point_id"":5755}]",Kodiak Kenai Fiber Link (KKFL),#ffd633,"<MultiGeometry><LineString><coordinates>-149.447671457023,60.110050680764,0 -152.329068951947,57.4244932251948,0 -151.994160131583,57.9045665942055,0 -152.395179134606,57.7944220929606,0 -151.831507658917,58.173423052549,0 -152.614267724519,59.3312373224378,0 -151.544248951281,59.6465669643075,0 -151.904749794531,59.6834842521285,0 -152.049769223048,59.8237039566249,0 -151.563929723471,60.4125887656989,0 -151.26871814061,60.5531014201816,0 -151.591859391186,60.7090696324518,0 -151.591859391186,60.867467152007,0 -150.233410036141,61.2175572070885,0 -149.858410301794,61.2175572070885,0</coordinates></LineString></MultiGeometry>",966 km,January 2007,GCI,http://www.alaskaunited.com,
korea-japan-cable-network-kjcn,1231,"[{""latlon"":""33.590301,130.401653"",""name"":""Fukuoka, Japan"",""landing_point_id"":4059},{""latlon"":""33.839276,131.032024"",""name"":""Kita-kyushu, Japan"",""landing_point_id"":5895},{""latlon"":""35.170147,128.999310"",""name"":""Pusan, Korea, Rep."",""landing_point_id"":4183}]",Korea-Japan Cable Network (KJCN),#f89635,"<MultiGeometry><LineString><coordinates>131.031915004856,33.8395239333572,0 130.596368438401,34.4208940463065,0 128.999494569642,35.1703816994832,0 129.949982177557,34.5187138628083,0 130.401642013847,33.5902251607915,0</coordinates></LineString></MultiGeometry>",500 km,March 2002,"QTNet,  KT,  Softbank Telecom,  NTT",,
kuwait-iran,1250,"[{""latlon"":""29.570747,50.521125"",""name"":""Ganaveh, Iran"",""landing_point_id"":5990},{""latlon"":""29.245772,50.312043"",""name"":""Khark Island, Iran"",""landing_point_id"":10603},{""latlon"":""29.374019,47.974739"",""name"":""Kuwait City, Kuwait"",""landing_point_id"":3871},{""latlon"":""29.072481,49.478059"",""name"":""Soroosh Platform, Iran"",""landing_point_id"":10604}]",Kuwait-Iran,#ba5aa3,"<MultiGeometry><LineString><coordinates>50.2811909594265,29.5522317654579,0 50.3120503125654,29.2460289333935,0</coordinates></LineString><LineString><coordinates>49.4362696829767,29.4869677777449,0 49.4780665283674,29.0727401063114,0</coordinates></LineString><LineString><coordinates>47.9748449370137,29.3741013448043,0 49.4362696829767,29.4869677777449,0 50.2811909594265,29.5522317654579,0 50.5211321956999,29.5707495475868,0</coordinates></LineString></MultiGeometry>",380 km,June 2005,"Telecommunication Infrastructure Company of Iran,  Kuwait Ministry of Communications",,
lanis-1,1616,"[{""latlon"":""53.808663,-3.050749"",""name"":""Blackpool, United Kingdom"",""landing_point_id"":8408},{""latlon"":""54.099996,-4.566666"",""name"":""Port Grenaugh, United Kingdom"",""landing_point_id"":13370}]",Lanis-1,#c1af30,"<MultiGeometry><LineString><coordinates>-3.05075368159856,53.8089773090791,0 -4.56662174836837,54.1002865330003,0</coordinates></LineString></MultiGeometry>",113 km,1992,Vodafone,,
lanis-2,1751,"[{""latlon"":""54.542745,-5.484390"",""name"":""Ballywater, United Kingdom"",""landing_point_id"":13371},{""latlon"":""54.222445,-4.691422"",""name"":""Peel, United Kingdom"",""landing_point_id"":13372}]",Lanis-2,#0982c5,"<MultiGeometry><LineString><coordinates>-4.69142634745565,54.2224474863632,0 -4.79142627661474,54.2808415431805,0 -5.3842969503696,54.5429469356054,0 -5.48434570761913,54.5429469356054,0</coordinates></LineString></MultiGeometry>",67 km,1992,Vodafone,,
latvia-sweden-1-lv-se-1,1270,"[{""latlon"":""58.902923,17.946543"",""name"":""Nynashamn, Sweden"",""landing_point_id"":5951},{""latlon"":""57.389533,21.569979"",""name"":""Ventspils, Latvia"",""landing_point_id"":5897}]",Latvia-Sweden 1 (LV-SE 1),#91a34b,"<MultiGeometry><LineString><coordinates>21.570078486148,57.3897219241417,0 17.9465458968424,58.6225391131444,0 17.9465458968424,58.9030980634302,0</coordinates></LineString></MultiGeometry>",304 km,1994,"TeliaSonera,  Tele2,  Lattelecom,  Telecom Italia Sparkle",,
lev-submarine-system,1065,"[{""latlon"":""37.650126,12.591272"",""name"":""Mazara del Vallo, Italy"",""landing_point_id"":3215},{""latlon"":""32.044599,34.769668"",""name"":""Tel Aviv, Israel"",""landing_point_id"":3213},{""latlon"":""34.766411,32.466544"",""name"":""Yeroskipos, Cyprus"",""landing_point_id"":5811}]",Lev Submarine System,#f89635,"<MultiGeometry><LineString><coordinates>34.7696785104275,32.0450101365145,0 31.3678254515821,32.8468657016457,0</coordinates></LineString><LineString><coordinates>12.5913739092465,37.6505844408328,0 12.3493818931759,36.4689716100736,0 13.5677404050793,35.4225658645696,0 31.379251224738,32.8468657016457,0 32.4666527981625,34.7665718254425,0</coordinates></LineString></MultiGeometry>","2,600 km",March 1999,Telecom Italia Sparkle,http://www.mednautilus.com,
lfon-libyan-fiber-optic-network,1184,"[{""latlon"":""32.881732,21.741659"",""name"":""Al Baida, Libya"",""landing_point_id"":10838},{""latlon"":""30.378108,19.576523"",""name"":""Al Brega, Libya"",""landing_point_id"":7870},{""latlon"":""32.649664,14.264416"",""name"":""Al Khoms, Libya"",""landing_point_id"":7866},{""latlon"":""32.116584,20.066757"",""name"":""Benghazi, Libya"",""landing_point_id"":7871},{""latlon"":""32.763556,22.639217"",""name"":""Darnah, Libya"",""landing_point_id"":7873},{""latlon"":""32.374274,15.094787"",""name"":""Misurata, Libya"",""landing_point_id"":7867},{""latlon"":""30.586738,18.411875"",""name"":""Ras Lanuf, Libya"",""landing_point_id"":7869},{""latlon"":""31.205256,16.588341"",""name"":""Sirt, Libya"",""landing_point_id"":7868},{""latlon"":""32.079609,23.960310"",""name"":""Tobrok, Libya"",""landing_point_id"":7874},{""latlon"":""32.716730,20.949960"",""name"":""Tolmeta, Libya"",""landing_point_id"":7872},{""latlon"":""32.877301,13.187268"",""name"":""Tripoli, Libya"",""landing_point_id"":4271},{""latlon"":""32.774725,12.529749"",""name"":""Zawia, Libya"",""landing_point_id"":7865},{""latlon"":""32.933380,12.083362"",""name"":""Zwara, Libya"",""landing_point_id"":7864}]",LFON (Libyan Fiber Optic Network),#f04230,"<MultiGeometry><LineString><coordinates>12.0833664566238,32.9335430021787,0 12.0833664566238,33.3091964018655,0 12.421842779344,33.3091964018655,0 12.5298505153302,32.7748846358576,0 12.6378582513166,33.3091964018655,0 12.971354108815,33.3091964018655,0 13.1873695807876,32.8776265774575,0 13.2684242108677,33.3091964018655,0 14.1565095192398,33.3091964018655,0 14.2645172552261,32.6499904234398,0 14.3725249912124,33.3091964018655,0 14.6634427538735,33.3091964018655,0 15.3676414737625,32.7568186674611,0 15.0949854169146,32.3746087523791,0 15.5257468305092,32.632310355594,0 16.6842421035703,31.7472780287804,0 16.5884413901864,31.2055857477848,0 16.8893200832911,31.6890454772374,0 18.5414673503945,31.2191161011033,0 18.4119752546279,30.5869897072181,0 18.7465453301153,31.1606377249843,0 19.3618769254587,30.9967062744569,0 19.5765252108998,30.3784454870954,0 19.5765252108998,30.9544230666399,0 19.5765252108998,32.0250588361628,0 20.0667592386134,32.1169146031417,0 19.5765252108998,32.2088432813698,0 19.5765252108998,33.1050886681339,0 20.8419540019582,33.1050886681339,0 20.9499617379445,32.7169784719982,0 21.0580671301116,33.1050886681339,0 21.6336526598614,33.1050886681339,0 21.7417580520285,32.8821372753799,0 21.8497657880148,33.1050886681339,0 22.5311129615921,33.1088515565522,0 22.6391206975784,32.763634895297,0 22.7471284335647,33.1050886681339,0 23.9604088240655,32.4469945530495,0 23.9604088240655,32.0798523905836,0</coordinates></LineString></MultiGeometry>","1,639 km",1999,"Libyan Post,  Telecommunications and Information Technology Company (LPTIC Holding)",,
libreville-port-gentil-cable,1747,"[{""latlon"":""0.394272,9.454360"",""name"":""Libreville, Gabon"",""landing_point_id"":4221},{""latlon"":""-0.721035,8.781606"",""name"":""Port Gentil, Gabon"",""landing_point_id"":10818}]",Libreville-Port Gentil Cable,#f04230,"<MultiGeometry><LineString><coordinates>8.7816109831183,-0.720649712666152,0 8.45758777515938,-0.394396299651142,0 9.02038034522184,0.265950725402019,0 9.45426675660264,0.394464098132281,0</coordinates></LineString></MultiGeometry>",198 km,April 2012,n.a.,,
lower-indian-ocean-network-lion,1594,"[{""latlon"":""-20.897368,55.549931"",""name"":""Sainte Marie, Réunion"",""landing_point_id"":9399},{""latlon"":""-20.077813,57.510086"",""name"":""Terre Rouge, Mauritius"",""landing_point_id"":9400},{""latlon"":""-18.146173,49.400325"",""name"":""Toamasina, Madagascar"",""landing_point_id"":9398}]",Lower Indian Ocean Network (LION),#f4878f,"<MultiGeometry><LineString><coordinates>57.5100920884051,-20.0775335640537,0 55.5477887910192,-20.8972710403369,0 51.6345103132224,-19.1852491160616,0 49.4002345522543,-18.1460855308753,0</coordinates></LineString></MultiGeometry>","1,060 km",November 2009,"Orange,  Mauritius Telecom,  Orange Madagascar",http://www.orange.com/,
lower-indian-ocean-network-2-lion2,1667,"[{""latlon"":""-12.817099,45.165854"",""name"":""Kaweni, Mayotte"",""landing_point_id"":10123},{""latlon"":""-4.050501,39.700036"",""name"":""Nyali, Kenya"",""landing_point_id"":10122}]",Lower Indian Ocean Network 2 (LION2),#548f51,"<MultiGeometry><LineString><coordinates>48.2229892924759,-10.1920672720774,0 45.1657648957423,-12.8170918748336,0</coordinates></LineString><LineString><coordinates>39.7001437676396,-4.05029657542636,0 43.8362736500664,-4.90042245314737,0 52.9282593967184,-15.7279242799184,0 51.6345103132224,-19.1852491160616,0</coordinates></LineString></MultiGeometry>","2,700 km",April 2012,"Orange,  Mauritius Telecom,  Orange Madagascar,  Telkom Kenya,  Société réunionnaise du radiotéléphone,  Emtel,  STOI",,
main-one,1565,"[{""latlon"":""5.558283,-0.201092"",""name"":""Accra, Ghana"",""landing_point_id"":4181},{""latlon"":""6.438874,3.423210"",""name"":""Lagos, Nigeria"",""landing_point_id"":3280},{""latlon"":""38.642276,-9.107387"",""name"":""Seixal, Portugal"",""landing_point_id"":9058}]",Main One,#f4878f,"<MultiGeometry><LineString><coordinates>-0.204320151163767,5.55828340166227,0 0.307984173415033,0.732532955026889,0</coordinates></LineString><LineString><coordinates>-9.10743884411095,38.6426593066653,0 -10.4278480649707,34.795847952562,0 -10.1061686053514,33.8490947638144,0 -14.3824839353445,28.8969365025686,0 -14.3824839353445,28.0377779312289,0 -20.3162199662052,20.3060915784671,0 -20.3162199662052,14.3944111223311,0 -10.646451425735,0.732532955026889,0 3.11540405961246,0.732532955026889,0 3.42350931009782,6.43906892991951,0</coordinates></LineString></MultiGeometry>","7,000 km",July 2010,Main One Cable Company,http://www.mainonecable.com,
malaysia-cambodia-thailand-mct-cable,1776,"[{""latlon"":""4.130232,103.393658"",""name"":""Cherating, Malaysia"",""landing_point_id"":6011},{""latlon"":""12.670658,101.277351"",""name"":""Rayong, Thailand"",""landing_point_id"":10985},{""latlon"":""10.630009,103.506647"",""name"":""Sihanoukville, Cambodia"",""landing_point_id"":9118}]",Malaysia-Cambodia-Thailand (MCT) Cable,#9ea0a2,"<MultiGeometry><LineString><coordinates>103.512403249936,8.38845362119425,0 101.277346239522,10.8259460919967,0 101.277346239522,12.6706627664496,0</coordinates></LineString><LineString><coordinates>103.506739191449,10.6304015496421,0 103.398731455462,10.5234609782434,0 103.512403249936,8.38845362119425,0 103.720996852167,4.44264264146467,0 103.395215832953,4.11630961071919,0</coordinates></LineString></MultiGeometry>","1,300 km",Q4 2016,"Telekom Malaysia,  Ezecom,  Symphony,  DTAC",,
mariana-guam-cable,1757,"[{""latlon"":""14.151846,145.212462"",""name"":""Rota, Northern Mariana Islands"",""landing_point_id"":13409},{""latlon"":""15.177737,145.750938"",""name"":""Saipan, Northern Mariana Islands"",""landing_point_id"":13408},{""latlon"":""13.549100,144.809337"",""name"":""Tanguisson Point, Guam"",""landing_point_id"":3251},{""latlon"":""15.011123,145.637461"",""name"":""Tinian, Northern Mariana Islands"",""landing_point_id"":13410}]",Mariana-Guam Cable,#f89635,"<MultiGeometry><LineString><coordinates>145.751142858867,15.1782031622553,0 145.637471064393,15.0115044246222,0 145.212471365467,14.1522234757028,0 144.809541963406,13.5490980087823,0</coordinates></LineString></MultiGeometry>",n.a.,1997,IT&E,,
mataram-kupang-cable-system-mkcs,1780,"[{""latlon"":""-8.319396,118.760350"",""name"":""Ambalawi, Indonesia"",""landing_point_id"":14650},{""latlon"":""-8.855308,121.651560"",""name"":""Ende, Indonesia"",""landing_point_id"":14648},{""latlon"":""-10.183311,123.583395"",""name"":""Kupang, Indonesia"",""landing_point_id"":14653},{""latlon"":""-8.586388,116.081543"",""name"":""Mataram, Indonesia"",""landing_point_id"":14613},{""latlon"":""-8.796934,118.711815"",""name"":""Saraemee, Indonesia"",""landing_point_id"":14651},{""latlon"":""-8.496959,117.400976"",""name"":""Sumbawa Besar, Indonesia"",""landing_point_id"":14649},{""latlon"":""-9.646153,120.253025"",""name"":""Waingapu, Indonesia"",""landing_point_id"":14652}]",Mataram Kupang Cable System (MKCS),#f89635,"<MultiGeometry><LineString><coordinates>117.401065286078,-8.49657623809102,0 117.183389659031,-7.88830032520873,0</coordinates></LineString><LineString><coordinates>116.081534970845,-8.58600290516881,0 115.853898413355,-8.41862475141451,0 116.167667722328,-7.88830032520873,0 117.183389659031,-7.88830032520873,0 118.760341666904,-7.88830032520873,0 118.760341666904,-8.31882009450511,0</coordinates></LineString><LineString><coordinates>120.253016390729,-9.64576974118305,0 120.327332744332,-9.12336649437725,0</coordinates></LineString><LineString><coordinates>123.583385125214,-10.1829361994309,0 123.400279786178,-10.0163205613388,0 121.759655948411,-9.0696560995981,0 121.651648212425,-8.85473459571266,0 121.327625004466,-9.12336649437725,0 120.327332744332,-9.12336649437725,0 118.950868875682,-9.12336649437725,0 118.711806545036,-8.79644864255585,0</coordinates></LineString></MultiGeometry>","1,318 km",April 2011,Telkom Indonesia,,
